gutenberg_id,selection_numbers,filename,title,author,language,original_language,bytes,characters,lines,sha256,india_relevance,perspective,author_origin,domain,quality,boilerplate_status,duplicate_status,recommendation,estimated_tokens,reason
40162,[94],40162_The_Humour_and_Pathos_of_AngloIndian_LifeExtracts_from_his_brothers_notebook_made_by_Dr_Ticklemore.txt,"The Humour and Pathos of Anglo-Indian Life
Extracts from his brother's note-book, made by Dr. Ticklemore","Mayer, J. E.",English,UNKNOWN,534363,534222,8781,5886c9f779c57f2398f31e0f7432b3ed54e39cb3d1da7749a3e051776d1d8dcb,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,133555,Passing reference to India found.
40461,[30],40461_Indian_Home_Rule.txt,Indian Home Rule,"Gandhi, Mahatma, 1869-1948",English,UNKNOWN,189877,189773,3706,fa2a144d2bad65991b2a9feb773ff9ad1d9d4c130a7b94c7a30eb8042d19a2d0,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,47443,Moderate India relevance identified.
40517,[95],40517_A_Bottle_in_the_Smoke_A_Tale_of_AngloIndian_Life.txt,A Bottle in the Smoke: A Tale of Anglo-Indian Life,"Rae, Janet Milne, 1844-1933",English,UNKNOWN,609531,609395,11420,c682a0a68e27d08f8b89a6b81d7a93e513a3eea747c0da089cf7def748ea6854,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,152348,Passing reference to India found.
40920,[31],40920_Nationalismus.txt,Nationalismus,"Tagore, Rabindranath, 1861-1941; Meyer-Franck, Helene, 1873-1946 [Translator]",English,UNKNOWN,196725,193755,3223,8d22d7da327bf5295546669a02f81a286b1576d72774954c6f584cd750f47f47,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,48438,Moderate India relevance identified.
41190,[96],41190_Chronicles_of_Dustypore_A_Tale_of_Modern_AngloIndian_Society.txt,Chronicles of Dustypore: A Tale of Modern Anglo-Indian Society,"Cunningham, H. S. (Henry Stewart), Sir, 1832-1920",English,UNKNOWN,478588,478398,8744,4914ce36806b2da0f82a5949e0f6289ffb891cedeb76174066703c3df610e631,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,119599,Passing reference to India found.
41424,[69],41424_The_Tribes_and_Castes_of_the_Central_Provinces_of_India_Volume_3.txt,"The Tribes and Castes of the Central Provinces of India, Volume 3","Russell, R. V. (Robert Vane), 1873-1915",English,UNKNOWN,1345556,1345413,25098,b575f5b97f8a2ec3e6c7a9d285df360a767141d3f3d3f88101758674e495d642,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,336353,Passing reference to India found.
41954,[32],41954_The_Wheel_of_Fortune.txt,The Wheel of Fortune,"Gandhi, Mahatma, 1869-1948; Thakura, Dvijendranatha, 1840-1926 [Commentator]",English,UNKNOWN,169833,169724,3153,f0a734e0e81b700615e07ae0e0eac140421982fcc111fb86813f12c8c61d2e15,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,42431,Moderate India relevance identified.
42991,[98],42991_Castes_and_Tribes_of_Southern_India_Vol_1_of_7.txt,Castes and Tribes of Southern India. Vol. 1 of 7,"Thurston, Edgar, 1855-1935; Rangachari, K. [Contributor]",English,UNKNOWN,826753,826507,14328,75f419200130c377da5c8d23fca8e8333e8e75276bc81317457b3fc49c682269,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,206626,Moderate India relevance identified.
42992,[99],42992_Castes_and_Tribes_of_Southern_India_Vol_2_of_7.txt,Castes and Tribes of Southern India. Vol. 2 of 7,"Thurston, Edgar, 1855-1935; Rangachari, K. [Contributor]",English,UNKNOWN,915108,914831,15854,bcc34be0085e54901d390afd7428891946bb22aa18c2b60b9c0b7c773be2f6f2,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,228707,Moderate India relevance identified.
42993,[100],42993_Castes_and_Tribes_of_Southern_India_Vol_3_of_7.txt,Castes and Tribes of Southern India. Vol. 3 of 7,"Thurston, Edgar, 1855-1935; Rangachari, K. [Contributor]",English,UNKNOWN,923411,923254,15379,05221fe6ce8deae30e68de157b30fdd4dac1560c111fccc5c65d4da7556b404f,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,230813,Moderate India relevance identified.
42994,[101],42994_Castes_and_Tribes_of_Southern_India_Vol_4_of_7.txt,Castes and Tribes of Southern India. Vol. 4 of 7,"Thurston, Edgar, 1855-1935; Rangachari, K. [Contributor]",English,UNKNOWN,921314,921146,15236,8f3059bc06e9fa2870a3f5b6eaf1e7bec630107ed094142eb0605a683feb2099,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,230286,Moderate India relevance identified.
42995,[102],42995_Castes_and_Tribes_of_Southern_India_Vol_5_of_7.txt,Castes and Tribes of Southern India. Vol. 5 of 7,"Thurston, Edgar, 1855-1935; Rangachari, K. [Contributor]",English,UNKNOWN,893730,893559,14849,bdacf36f72106a57e35080dda81be3f7c75b3650438ebd4803913c790e0ba127,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,223389,Moderate India relevance identified.
42996,[103],42996_Castes_and_Tribes_of_Southern_India_Vol_6_of_7.txt,Castes and Tribes of Southern India. Vol. 6 of 7,"Thurston, Edgar, 1855-1935; Rangachari, K. [Contributor]",English,UNKNOWN,835833,835637,14078,2030927f0c8cef18200114090ef9b394b8c4f266bda6b402b08d2a16882c8542,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,208909,Moderate India relevance identified.
42997,[104],42997_Castes_and_Tribes_of_Southern_India_Vol_7_of_7.txt,Castes and Tribes of Southern India. Vol. 7 of 7,"Thurston, Edgar, 1855-1935; Rangachari, K. [Contributor]",English,UNKNOWN,803286,803126,13669,e8094d10ab2791fc0c687c4731213ee7bc61cbe1098a199d3631a36a0cb152f3,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,200781,Moderate India relevance identified.
44306,[105],44306_A_Noble_Queen_A_Romance_of_Indian_History_Volume_1_of_3.txt,A Noble Queen: A Romance of Indian History (Volume 1 of 3),"Taylor, Meadows, 1808-1876",English,UNKNOWN,430266,429817,7750,834c6f387ab1cd2bc4299c523f8c2cc2e284d584daaf3ffdb82e47644363af73,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,107454,Moderate India relevance identified.
44583,[106],44583_A_Noble_Queen_A_Romance_of_Indian_History_Volume_2_of_3.txt,A Noble Queen: A Romance of Indian History (Volume 2 of 3),"Taylor, Meadows, 1808-1876",English,UNKNOWN,417901,417318,7294,3f26998e50267cdba4f4eb3c102c8482eaa55f47ed8a38fbb37f9b29a3ec9d50,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,104329,Passing reference to India found.
44789,[107],44789_A_Noble_Queen_A_Romance_of_Indian_History_Volume_3_of_3.txt,A Noble Queen: A Romance of Indian History (Volume 3 of 3),"Taylor, Meadows, 1808-1876",English,UNKNOWN,424912,424479,7465,44370924db3c681bd42e6981d4d7002383227ee95da5f71954ea7850bfd6be1d,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,106119,Passing reference to India found.
45247,[33],45247_India_for_IndiansEnlarged_Edition.txt,"India for Indians
Enlarged Edition","Das, Chitta Ranjan, 1870-1925; Ghose, Moti Lal, 1847-1922 [Author of introduction, etc.]; Patrika, A. B. [Editor]",English,UNKNOWN,294276,294168,5158,e0558191cb3c9725feb59884715c8b184979dc7d35b9a89632381446de6deff5,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,73542,Moderate India relevance identified.
45430,[34],45430_Tara_A_Mahratta_Tale.txt,Tara: A Mahratta Tale,"Taylor, Meadows, 1808-1876",English,UNKNOWN,1491155,1490216,28091,81fa3506d4475463c2412b2e380e6f2d594aeb016e41cfee8b9371ddc2b649db,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,372554,Passing reference to India found.
46151,[108],46151_India_Under_British_Rule_from_the_Foundation_of_the_East_India_Company.txt,India Under British Rule from the Foundation of the East India Company,"Wheeler, James Talboys, 1824-1897",English,UNKNOWN,613673,613171,11881,5b4c62a861cc75b0e3ef503c8bd4f88f3af9cc28b69b80ac0ae6a6d880239007,HIGH,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,153292,Strong India relevance verified with 6 keyword matches.
46803,[109],46803_Diary_of_Richard_Cocks_Volume_1CapeMerchant_in_the_English_Factory_in_Japan_16151622_with_Correspond.txt,"Diary of Richard Cocks, Volume 1
Cape-Merchant in the English Factory in Japan, 1615-1622, with Correspondence","Cocks, Richard, -1624; Thompson, Edward Maunde, Sir, 1840-1929 [Editor]",English,UNKNOWN,764029,763617,14805,6906a3693b2370b12c73d0e88a2ffb6cdc305e7bc212dcb32e643dfabf594da8,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,190904,Passing reference to India found.
47214,[35],47214_Buddhism_in_Its_Connexion_with_Brahmanism_and_Hinduism_and_in_Its_Contrast_with_Christianity.txt,"Buddhism, in Its Connexion with Brahmanism and Hinduism, and in Its Contrast with Christianity","Monier-Williams, Monier, Sir, 1819-1899",English,UNKNOWN,1022539,1006414,18143,d525b17cfbdc613763e32804952101dcedd497f9268e72fd6ba109e91ebd00f9,HIGH,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,251603,Strong India relevance verified with 7 keyword matches.
48012,[110],48012_Diary_of_Richard_Cocks_Volume_2CapeMerchant_in_the_English_Factory_in_Japan_16151622_with_Correspond.txt,"Diary of Richard Cocks, Volume 2
Cape-Merchant in the English Factory in Japan, 1615-1622, with Correspondence","Cocks, Richard, -1624; Thompson, Edward Maunde, Sir, 1840-1929 [Editor]",English,UNKNOWN,743547,743422,16004,6f412d61cf654aa3c7df3f17ba6bb944d05a668309234b1837effa75bc9af6c2,NONE,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REJECT,185855,No substantive India-related content detected in sample.
49835,[111],49835_The_Letters_of_Gracchus_on_the_East_India_Question.txt,The Letters of Gracchus on the East India Question,"Miles, William Augustus, 1753?-1817",English,UNKNOWN,160506,160396,2755,90e24fa9a7510aa95a40e8c4af4f690230b4199eec5a9a5d06c9d5e542060317,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,40099,Passing reference to India found.
51472,[112],51472_The_East_India_VadeMecum_Volume_2_of_2or_complete_guide_to_gentlemen_intended_for_the_civil_military.txt,"The East India Vade-Mecum, Volume 2 (of 2)
or, complete guide to gentlemen intended for the civil, military, or naval service of the East India Company.","Williamson, Thomas, 1759?-1817",English,UNKNOWN,760221,758178,12423,6fe88dfa7425320f89e44c19d2e7985d646e2eb4d2c48f8d9f353a3469dc07ea,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,189544,Moderate India relevance identified.
52518,[113],52518_Memoirs_of_the_Revolution_in_Bengal_Anno_Dom_1757.txt,"Memoirs of the Revolution in Bengal, Anno Dom. 1757","Watts, William, active 1737-1758",English,UNKNOWN,174421,174306,2818,087080e44c071d4285323c94f0f3abf10da285ba250703371d2f83f4a3bca3a4,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,43576,Moderate India relevance identified.
52643,[36],52643_Das_Heim_und_die_Welt.txt,Das Heim und die Welt,"Tagore, Rabindranath, 1861-1941; Meyer-Franck, Helene, 1873-1946 [Translator]",English,UNKNOWN,456333,446847,8992,b39426d39b1d0e7150b4a6d7ec5395b543edf6281af445e31c1359c1b09f0c95,NONE,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REJECT,111711,No substantive India-related content detected in sample.
52739,[114],52739_Observations_on_the_Disturbances_in_the_Madras_Army_in_1809.txt,Observations on the Disturbances in the Madras Army in 1809,"Malcolm, John, 1769-1833",English,UNKNOWN,463105,463001,7958,ec0f8d98d940b83b26ddc2d73f6296bc5a714056525e365735b4c239aae0ba3a,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,115750,Moderate India relevance identified.
53400,[115],53400_The_East_India_VadeMecum_Volume_1_of_2or_complete_guide_to_gentlemen_intended_for_the_civil_military.txt,"The East India Vade-Mecum, Volume 1 (of 2)
or, complete guide to gentlemen intended for the civil, military, or naval service of the East India Company.","Williamson, Thomas, 1759?-1817",English,UNKNOWN,763396,761250,12417,e740207373c9cc94dd642d10a3f179907a54b4622db96c9789f40e142fe518e3,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,190312,Moderate India relevance identified.
53670,[116],53670_A_Sketch_of_Assam_With_some_account_of_the_Hill_Tribes.txt,A Sketch of Assam: With some account of the Hill Tribes,"Butler, John, Major",English,UNKNOWN,316458,316347,5396,7b60e6d5f5ea9bfb3a49d915aa958094818e2ee3678efa80213517c0dc6857af,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,79086,Moderate India relevance identified.
53717,[117],53717_Through_the_Sikh_War_A_Tale_of_the_Conquest_of_the_Punjaub.txt,Through the Sikh War: A Tale of the Conquest of the Punjaub,"Henty, G. A. (George Alfred), 1832-1902; Hurst, Hal, 1865-1938 [Illustrator]",English,UNKNOWN,744142,744038,13146,aa8f7504e839f73d9d1eba72fa14bac50dcbfc3ac3028739a119a39cfadce188,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,186009,Passing reference to India found.
54027,[118],54027_Nil_Darpan_or_The_Indigo_Planting_Mirror_A_DramaTranslated_from_the_Bengali_by_a_Native.txt,"Nil Darpan; or, The Indigo Planting Mirror, A Drama.
Translated from the Bengali by a Native.","Mitra, Dinabandhu, 1829-1874; Dutt, Michael Madhusudan, 1824-1873 [Translator]",English,UNKNOWN,226001,225096,4794,2a4a381ef4353c1178c9cb5d100638b8c7338119db810478e6c5400d4f9e8fa4,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,56274,Moderate India relevance identified.
54561,[119],54561_The_Old_East_Indiamen.txt,The Old East Indiamen,"Chatterton, E. Keble (Edward Keble), 1878-1944",English,UNKNOWN,590536,586334,9691,3fa2cc82cb7155a7e233862470dd160847ad9c2c0d34ec2d1ed3ea396e0f8a78,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,146583,Moderate India relevance identified.
54652,[120],54652_History_of_GujartGazetteer_of_the_Bombay_Presidency_Volume_I_Part_I.txt,"History of Gujarát
Gazetteer of the Bombay Presidency, Volume I, Part I.","Campbell, James M., 1846-1903",English,UNKNOWN,2035654,2000357,34400,80a075d295ade1e445d043fbbbe417fbf5e98fc9929819d10ed73b8136216563,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,500089,Passing reference to India found.
55465,[121],55465_The_Peoples_of_India.txt,The Peoples of India,"Anderson, J. D. (James Drummond), 1852-1920",English,UNKNOWN,198065,197343,3647,f558ea32387f42debeb27ee3bbcd719b2dad2743f9ae387c80051d12bdb35450,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,49335,Moderate India relevance identified.
55844,[122],55844_Military_Service_and_Adventures_in_the_Far_East_Vol_1_of_2Including_Sketches_of_the_Campaigns_Agains.txt,"Military Service and Adventures in the Far East: Vol. 1 (of 2)
Including Sketches of the Campaigns Against the Afghans in 1839, and the Sikhs in 1845-6.","MacKinnon, Daniel Henry, 1813-1884",English,UNKNOWN,389952,389789,6978,7d751e284e8831e56deef015dc6247033d8c5916ede5b0ae1e9b25d809d56364,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,97447,Passing reference to India found.
57265,[37],57265_The_Rmyana_Volume_1_Blakndam_and_Ayodhykndam.txt,"The Rāmāyana, Volume 1. Bālakāndam and Ayodhyākāndam","Valmiki; Dutt, Manmatha Nath, 1855-1912 [Translator]",English,UNKNOWN,1021947,1021819,16192,7d3b9e1613d60dfacea39f2564243e943cf38703eadb7245d92337b238082034,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,255454,Moderate India relevance identified.
57350,[123],57350_Military_Service_and_Adventures_in_the_Far_East_Vol_2_of_2Including_Sketches_of_the_Campaigns_Agains.txt,"Military Service and Adventures in the Far East: Vol. 2 (of 2)
Including Sketches of the Campaigns Against the Afghans in 1839, and the Sikhs in 1845-6.","MacKinnon, Daniel Henry, 1813-1884",English,UNKNOWN,349160,348956,6381,277f089ae4a2c866ecf08e67fcd2955b729d3e0511e2f00f78affbf3269e45f2,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,87239,Moderate India relevance identified.
57826,[38],57826_The_Rmyana_Volume_2_ranya_Kishkindh_and_Sundara_Kndam.txt,"The Rāmāyana, Volume 2. Āranya, Kishkindhā, and Sundara Kāndam","Valmiki; Dutt, Manmatha Nath, 1855-1912 [Translator]",English,UNKNOWN,1177505,1177381,18658,c3ef74a07ef0cf016eb0428deb76d6036d13be343c65225946471113a2da475b,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,294345,Moderate India relevance identified.
57987,[124],57987_The_Present_State_of_the_British_Interest_in_IndiaWith_a_Plan_for_Establishing_a_Regular_System_of_G.txt,"The Present State of the British Interest in India
With a Plan for Establishing a Regular System of Government in That Country",Anonymous,English,UNKNOWN,224553,224177,3577,e44bfbbda26696c643fcd7ec6672f02762c2f5cbedd214a9443e6b12d40bc055,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,56044,Passing reference to India found.
58344,[39],58344_Siddhartha_A_Poem_of_India.txt,Siddhartha: A Poem of India,"Hesse, Hermann, 1877-1962; Wyllie, David (Translator) [Translator]",English,UNKNOWN,261211,259253,4540,e966b4a44ffc3693a578ba52176cf29ed52bfaadc4a8bd007b776e12294b1391,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,64813,Moderate India relevance identified.
58529,[125],58529_HobsonJobsonA_Glossary_of_Colloquial_AngloIndian_Words_and_Phrases_and_of_Kindred_Terms_Etymological.txt,"Hobson-Jobson
A Glossary of Colloquial Anglo-Indian Words and Phrases, and of Kindred Terms, Etymological, Historical, Geographical and Discursive","Yule, Henry, Sir, 1820-1889; Burnell, A. C. (Arthur Coke), 1840-1882; Crooke, William, 1848-1923 [Editor]",English,UNKNOWN,5333624,5252157,113219,1bc61d96f931f18fe9c896902364fe76e072c3000943157d4651e9d5d1e80c55,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,1313039,Passing reference to India found.
59333,[126],59333_Harolds_Bride_A_Tale.txt,Harold's Bride: A Tale,"A. L. O. E., 1821-1893",English,UNKNOWN,324538,318007,6348,88f02d975189c2dede28bfaefa2de655633bbbe777ca826de9f646b8d3aaade4,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,79501,Passing reference to India found.
59389,[40],59389_Ahnaat_paadet_ynn_muita_kertomuksia.txt,Ahnaat paadet ynnä muita kertomuksia,"Tagore, Rabindranath, 1861-1941; Hollo, J. A. (Juho Aukusti), 1885-1967 [Translator]",English,UNKNOWN,316795,302636,5981,815e295562993a85e743a7fd20f101e15f15eff498a2cb724d6712921d03296c,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,75659,Moderate India relevance identified.
59401,[127],59401_Oral_Tradition_from_the_IndusComprised_in_Tales_to_Which_Are_Added_Explanatory_Notes.txt,"Oral Tradition from the Indus
Comprised in Tales to Which Are Added Explanatory Notes","McNair, John Frederick Adolphus, 1828-1910; Barlow, Thomas Lambert, 1831-1910; Fenn, L. [Illustrator]",English,UNKNOWN,270665,265248,5361,513f9f408a5876f838fd4eda3e5c8f9172037b5189fd42c467bcbac073315224,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,66312,Passing reference to India found.
59471,[41],59471_Haaksirikko.txt,Haaksirikko,"Tagore, Rabindranath, 1861-1941; Hollo, J. A. (Juho Aukusti), 1885-1967 [Translator]",English,UNKNOWN,613968,584076,12312,490fc5af66d37bbfac3dfbcd5cb106c12676da20455eefe84c70aa5992dc4376,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,146019,Moderate India relevance identified.
59595,[128],59595_Memoir_of_the_Services_of_the_Bengal_ArtilleryFrom_the_Formation_of_the_Corps_to_the_Present_Time_wi.txt,"Memoir of the Services of the Bengal Artillery
From the Formation of the Corps to the Present Time, with Some Account of Its Internal Organization","Buckle, E. (Edmond), 1808-1846; Kaye, John William, Sir, 1814-1876 [Editor]",English,UNKNOWN,895138,821963,15306,3373869bca900b57323747eb9824ed7965bc205299742b9b6268265a8cc69b18,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,205490,Moderate India relevance identified.
5972,[54],5972_A_Fascinating_Traitor_An_AngloIndian_Story.txt,A Fascinating Traitor: An Anglo-Indian Story,"Savage, Richard, 1846-1903",English,UNKNOWN,732808,717866,12812,e35579c8517c89617f127bb86749485b5ad5b2dc408ffdad75180b4979cdddbc,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,179466,Moderate India relevance identified.
60188,[42],60188_The_Rmyana_Volume_3_Yuddhakndam.txt,"The Rāmāyana, Volume 3. Yuddhakāndam","Valmiki; Dutt, Manmatha Nath, 1855-1912 [Translator]",English,UNKNOWN,882581,882465,14128,8d1b8901823f5b5bd8b3207370991ddf95e5c76cb30ad5271aef835c9708464b,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,220616,Moderate India relevance identified.
6145,[55],6145_Tales_of_the_Punjab_Folklore_of_India.txt,Tales of the Punjab: Folklore of India,"Steel, Flora Annie Webster, 1847-1929; Temple, Richard Carnac, Sir, 1850-1931 [Commentator]",English,UNKNOWN,473399,471321,10349,6f1e7eacb1aef6e776215a2dea11471a4f9b73306b29a34d333746337132520e,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,117830,Moderate India relevance identified.
61834,[129],61834_The_City_of_Dreadful_Night.txt,The City of Dreadful Night,"Kipling, Rudyard, 1865-1936; Farrand, Charles D., 1865- [Illustrator]",English,UNKNOWN,129480,127806,2176,9fe63ab875040e83c5f0e554c9a72d413f1bb64908749a856f7d12e49475b450,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,31951,Moderate India relevance identified.
62496,[43],62496_The_Rmyana_Volume_4_Uttara_Knda.txt,"The Rāmāyana, Volume 4. Uttara Kānda","Valmiki; Dutt, Manmatha Nath, 1855-1912 [Translator]",English,UNKNOWN,573393,565464,9041,076d03a68387f8ccd43b0cc211829f017ef120746d7b0f68a401f1c6fb4b221d,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,141366,Moderate India relevance identified.
62798,[130],62798_The_Bombay_City_Police_A_Historical_Sketch_16721916.txt,"The Bombay City Police: A Historical Sketch, 1672-1916","Edwardes, S. M. (Stephen Meredyth), 1873-1927",English,UNKNOWN,483129,481034,8383,335cfe36cdaa325d45f59d2c75fb43640cfe4c63358d3d9fa869a332e39bf092,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,120258,Moderate India relevance identified.
63132,[44],63132_The_Problem_of_the_Rupee_Its_Origin_and_Its_Solution.txt,"The Problem of the Rupee, Its Origin and Its Solution","Ambedkar, B. R. (Bhimrao Ramji), 1891-1956",English,UNKNOWN,1025446,854576,14201,56bf279c21d18b8bfd534ccfe2d3bf89d675b60ce24f3107275acd1a6accfa3c,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,213644,Passing reference to India found.
63231,[45],63231_Castes_In_India.txt,Castes In India,"Ambedkar, B. R. (Bhimrao Ramji), 1891-1956",English,UNKNOWN,76572,76235,1302,d3937d8ce381002f40a9ff0c6f59075966562dec1b1dd5b93a995e598ba6edfa,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,19058,Moderate India relevance identified.
64535,[46],64535_A_Record_of_Buddhistic_KingdomsBeing_an_account_by_the_Chinese_monk_Fhien_of_his_travels_in_India_an.txt,"A Record of Buddhistic Kingdoms
Being an account by the Chinese monk Fâ-hien of his travels in India and Ceylon (A.D. 399-414) in search of the Buddhist books of discipline","Faxian, 337?-422?; Legge, James, 1815-1897 [Translator]",English,UNKNOWN,409167,366961,7921,ee0248df67a9c4f3ef4c4855bbf130ac275179b656e52e7c0c795cf9649c39e8,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,91740,Passing reference to India found.
64952,[131],64952_La_cit_de_lpouvantable_nuit.txt,La cité de l'épouvantable nuit,"Kipling, Rudyard, 1865-1936; Savine, Albert, 1859-1927 [Translator]",English,UNKNOWN,346746,332518,8138,8148686ed99992ed00df9cb66b2ac446d9f4691b38308bcda8beec131e37f4f8,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,83129,Moderate India relevance identified.
66471,[132],66471_Like_Another_Helen.txt,Like Another Helen,"Grier, Sydney C., 1868-1933",English,UNKNOWN,1076771,1058701,19568,2830d75efeb9b363c76e0ada5d478f92be3a92219d6979851a42521c2d9d940b,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,264675,Moderate India relevance identified.
67691,[133],67691_PharmacographiaA_history_of_the_principal_drugs_of_vegetable_origin_met_with_in_Great_Britain_and_Br.txt,"Pharmacographia
A history of the principal drugs of vegetable origin, met with in Great Britain and British India","Flückiger, Friedrich A. (Friedrich August), 1828-1894; Hanbury, Daniel, 1825-1875",English,UNKNOWN,2740808,2713518,53905,a59cc17b0f46106743a7ebde0b24154a717b98c02dc02afaab98dd3628ccbb0a,LOW,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,REVIEW,678379,Passing reference to India found.
68330,[134],68330_The_Great_White_Hand_Or_the_Tiger_of_Cawnpore_A_story_of_the_Indian_Mutiny.txt,"The Great White Hand; Or, the Tiger of Cawnpore: A story of the Indian Mutiny","Muddock, J. E. (Joyce Emmerson), 1843-1934",English,UNKNOWN,568051,560547,11408,67f1b741308348ffcb2d08f0e7d4cbf60755baade969baea237ecae2d61b13a8,MEDIUM,E,UNKNOWN,UNCERTAIN,MEDIUM,OK,LEGITIMATE,KEEP,140136,Moderate India relevance identified.
